"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"890","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.875,53.625,"SSP5-8.5","SST",0.007181029,0,0.173773943,0.701322113,0.966495335,0.205094997,0.504152423,0.536654031,0.069483451,0.337220067,0.396097198,0.049466932,0.220569271,0.330403008,0.553099196,0.313405765,0.213066912,0.179160315,0.315774851,0.368411295,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"891","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.625,53.625,"SSP5-8.5","SST",0.006876128,0,0.124061382,0.715288721,0.966495335,0.205094997,0.504152423,0.599114031,0.069483451,0.337220067,0.392049607,0.027672024,0.211556558,0.340613052,0.568714196,0.313868937,0.206606287,0.184634167,0.306305905,0.365564334,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","Moderate","Low","Low","Moderate","Moderate","Moderate"
"892","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.375,53.625,"SSP5-8.5","SST",0.007366939,0,0.078237986,0.707695383,0.966495335,0.205094997,0.504152423,0.651943193,0.069483451,0.337220067,0.386245514,0.005845717,0.198325077,0.341407315,0.581921487,0.316673499,0.199698688,0.189953354,0.296571288,0.35872181,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","Moderate","Low","Low","Moderate","Moderate","Moderate"
"893","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.125,53.625,"SSP5-8.5","SST",0.00804644,0,0.078237986,0.706357349,0.966495335,0.205094997,0.504152423,0.680796949,0.069483451,0.337220067,0.42205096,0.002681932,0.198160444,0.340615319,0.589134926,0.31911936,0.207859103,0.203189487,0.295556206,0.341516609,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"894","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.875,53.375,"SSP5-8.5","SST",0.012000251,0,0.996512221,0.458089902,0.966495335,0.205094997,0.504152423,0.326871615,0.069483451,0.337220067,0.708496831,0.019259047,0.366650594,0.470919788,0.500653592,0.333954004,0.283614849,0.315771259,0.407400861,0.381512984,"Low","Low","Critical","Moderate","Low","High","High","High","Low","High","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"895","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.625,53.375,"SSP5-8.5","SST",0.013037701,0,0.372973368,0.574902446,0.966495335,0.205094997,0.504152423,0.331078918,0.069483451,0.337220067,0.650172277,0.026326406,0.240228379,0.28222523,0.501705418,0.33323005,0.27080055,0.287883449,0.365760585,0.347226357,"Low","Low","Moderate","High","Low","High","High","High","Low","High","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"896","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.375,53.375,"SSP5-8.5","SST",0.013517365,0,0.335394453,0.670144272,0.966495335,0.205094997,0.504152423,0.337971614,0.069483451,0.337220067,0.582532178,0.07623527,0.254764022,0.317357146,0.503428592,0.332069409,0.266367742,0.244876692,0.364725723,0.337332856,"Low","Low","Moderate","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"897","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.125,53.375,"SSP5-8.5","SST",0.012742998,0,0.276750187,0.687815118,0.966495335,0.205094997,0.504152423,0.347632073,0.069483451,0.337220067,0.583463817,0.017120929,0.244327076,0.322004041,0.505843707,0.330496339,0.251822066,0.261795763,0.362438032,0.374848159,"Low","Low","Moderate","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"898","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.875,53.375,"SSP5-8.5","SST",0.011155569,0,0.090798217,0.667535622,0.966495335,0.205094997,0.504152423,0.36239109,0.069483451,0.337220067,0.587934958,0.028772491,0.192372352,0.319345206,0.509533461,0.328215765,0.255852742,0.260255127,0.355663441,0.438937481,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"899","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.625,53.375,"SSP5-8.5","SST",0.011010454,0,0.081511751,0.662749078,0.966495335,0.205094997,0.504152423,0.374632894,0.069483451,0.337220067,0.605665425,0.044942674,0.188817821,0.318011037,0.512593912,0.326438655,0.264327905,0.263260841,0.355658079,0.440767994,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"900","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.375,53.375,"SSP5-8.5","SST",0.010156928,0,0.091913428,0.658294867,0.966495335,0.205094997,0.504152423,0.388074141,0.069483451,0.337220067,0.59727874,0.050540037,0.190091306,0.314835701,0.515954224,0.324609175,0.263630574,0.258093778,0.352930251,0.433798262,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"901","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.125,53.375,"SSP5-8.5","SST",0.009580125,0,0.324003811,0.650868924,0.966495335,0.205094997,0.504152423,0.393872721,0.069483451,0.337220067,0.586921731,0.047223348,0.246113215,0.308984221,0.517403869,0.323859806,0.260212149,0.254565667,0.356466861,0.346328047,"Low","Low","Moderate","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"902","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.875,53.375,"SSP5-8.5","SST",0.009235296,0,0.241298416,0.66607839,0.966495335,0.205094997,0.504152423,0.407380717,0.069483451,0.337220067,0.575401304,0.049777063,0.229153025,0.311943478,0.520780868,0.322208553,0.257970471,0.248940879,0.351537189,0.369265966,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"903","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.625,53.375,"SSP5-8.5","SST",0.009011817,0,0.234804976,0.690573092,0.966495335,0.205094997,0.504152423,0.425346258,0.069483451,0.337220067,0.55413012,0.055969879,0.233597471,0.323437099,0.525272253,0.320219995,0.25420088,0.238233634,0.348741353,0.369329983,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"904","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.375,53.375,"SSP5-8.5","SST",0.008681471,0,0.261261141,0.707800875,0.966495335,0.205094997,0.504152423,0.455112166,0.069483451,0.337220067,0.533003393,0.056604132,0.244435872,0.331822869,0.53271373,0.317457748,0.249077761,0.229261891,0.344996474,0.355386985,"Low","Low","Moderate","Critical","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"905","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.125,53.375,"SSP5-8.5","SST",0.008227624,0,0.078237986,0.712058219,0.966495335,0.205094997,0.504152423,0.490616696,0.069483451,0.337220067,0.529689023,0.062768815,0.199630957,0.343417,0.541589863,0.315051996,0.249790339,0.226181973,0.335483769,0.42527438,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"906","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.875,53.375,"SSP5-8.5","SST",0.007863659,0,0.078237986,0.715186495,0.966495335,0.205094997,0.504152423,0.526408424,0.069483451,0.337220067,0.526853915,0.082288225,0.200322035,0.345040612,0.550537795,0.313626758,0.253961415,0.219777253,0.330632673,0.417570056,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"907","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.625,53.375,"SSP5-8.5","SST",0.007825388,0,0.078237986,0.715069461,0.966495335,0.205094997,0.504152423,0.573048247,0.069483451,0.337220067,0.523239371,0.182867738,0.200283209,0.344989516,0.56219775,0.313297466,0.278202657,0.196789651,0.327475271,0.446328451,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate"
"908","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.375,53.375,"SSP5-8.5","SST",0.008014359,0,0.078237986,0.71005513,0.966495335,0.205094997,0.504152423,0.620130116,0.069483451,0.337220067,0.400415051,0.01507191,0.199076869,0.342460363,0.573968218,0.314722183,0.20554762,0.191577141,0.302883626,0.375354661,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"909","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.125,53.375,"SSP5-8.5","SST",0.008261697,0,0.078237986,0.715188987,0.966495335,0.205094997,0.504152423,0.661178833,0.069483451,0.337220067,0.401429749,0.004271879,0.200422167,0.344967894,0.584230397,0.317387081,0.203101287,0.195541032,0.297109677,0.353290758,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"910","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.625,53.125,"SSP5-8.5","SST",0.012013333,0,0.503586391,0.60625143,0.966495335,0.205094997,0.504152423,0.333681423,0.069483451,0.337220067,0.656710921,0.020309221,0.280462789,0.31971178,0.502356044,0.332788104,0.270930915,0.292468106,0.376591509,0.343508946,"Low","Low","Moderate","High","Low","High","High","High","Low","High","Critical","Low","Moderate","Moderate","Moderate","Moderate"
"911","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.375,53.125,"SSP5-8.5","SST",0.012790666,0,0.345034093,0.695629123,0.966495335,0.205094997,0.504152423,0.339937863,0.069483451,0.337220067,0.58624628,0.047851508,0.263363471,0.329479758,0.503920154,0.331744137,0.260200327,0.254101654,0.367125443,0.347832481,"Low","Low","Moderate","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"912","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.125,53.125,"SSP5-8.5","SST",0.01304407,0,0.279069055,0.706331208,0.966495335,0.205094997,0.504152423,0.347656413,0.069483451,0.337220067,0.577842631,0.020075693,0.249611083,0.33052014,0.505849792,0.330492455,0.251155461,0.258543486,0.363376829,0.37450074,"Low","Low","Moderate","Critical","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
"913","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.875,53.125,"SSP5-8.5","SST",0.012592926,0,0.105937219,0.697927297,0.966495335,0.205094997,0.504152423,0.364162724,0.069483451,0.337220067,0.572387145,0.022811899,0.204114361,0.33258237,0.50997637,0.327952108,0.250475641,0.255434639,0.355894364,0.433810592,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"914","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.625,53.125,"SSP5-8.5","SST",0.011625004,0,0.078237986,0.688298496,0.966495335,0.205094997,0.504152423,0.383604723,0.069483451,0.337220067,0.610203172,0.032818568,0.194540371,0.330971961,0.514836869,0.325203234,0.262431315,0.268632037,0.356341994,0.444978987,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"915","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.375,53.125,"SSP5-8.5","SST",0.01060329,0,0.078237986,0.686923,0.966495335,0.205094997,0.504152423,0.393941439,0.069483451,0.337220067,0.59913374,0.053758082,0.193941069,0.330476559,0.517421048,0.32385107,0.264898835,0.258012223,0.35408171,0.441250798,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"916","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-54.125,53.125,"SSP5-8.5","SST",0.01013033,0,0.078237986,0.678639309,0.966495335,0.205094997,0.504152423,0.407449661,0.069483451,0.337220067,0.58116062,0.060716562,0.191751906,0.326445475,0.520798104,0.322200466,0.262145175,0.248394256,0.350130745,0.438429984,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"917","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.875,53.125,"SSP5-8.5","SST",0.010113689,0,0.078237986,0.68860631,0.966495335,0.205094997,0.504152423,0.416599896,0.069483451,0.337220067,0.572425852,0.109169742,0.194239496,0.33140418,0.523085663,0.321158261,0.272074778,0.2324048,0.349465077,0.439566209,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"918","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.625,53.125,"SSP5-8.5","SST",0.01027525,0,0.078237986,0.697419269,0.966495335,0.205094997,0.504152423,0.430251929,0.069483451,0.337220067,0.571429409,0.172580467,0.196483126,0.335756819,0.526498671,0.319718718,0.287678349,0.218956298,0.350270223,0.453217102,"Low","Low","Low","High","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate"
"919","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.375,53.125,"SSP5-8.5","SST",0.010408264,0,0.078237986,0.707174498,0.966495335,0.205094997,0.504152423,0.444342942,0.069483451,0.337220067,0.564889233,0.205543665,0.198955187,0.340584116,0.530021424,0.318379577,0.294284104,0.210935086,0.349862197,0.466416427,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","High","Moderate"
"920","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-53.125,53.125,"SSP5-8.5","SST",0.010396963,0,0.078237986,0.720898919,0.966495335,0.205094997,0.504152423,0.463384762,0.069483451,0.337220067,0.556605602,0.138835038,0.202383467,0.347413423,0.534781879,0.316809964,0.27553604,0.21905087,0.344286195,0.44189642,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate"
"921","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.875,53.125,"SSP5-8.5","SST",0.010087248,0,0.078237986,0.720808365,0.966495335,0.205094997,0.504152423,0.481224389,0.069483451,0.337220067,0.562636829,0.118525803,0.2022834,0.347425454,0.539241786,0.315593068,0.271966538,0.226046235,0.342017441,0.432591196,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate"
"922","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.625,53.125,"SSP5-8.5","SST",0.00951961,0,0.078237986,0.719884258,0.966495335,0.205094997,0.504152423,0.520548081,0.069483451,0.337220067,0.55705402,0.174146276,0.201910464,0.347070507,0.549072709,0.313790695,0.284475954,0.212505026,0.338357524,0.442470703,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate"
"923","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.375,53.125,"SSP5-8.5","SST",0.008725878,0,0.078237986,0.714937674,0.966495335,0.205094997,0.504152423,0.569384308,0.069483451,0.337220067,0.405471396,0.056354744,0.200475384,0.344756765,0.561281766,0.313260522,0.217132415,0.180316659,0.310449412,0.407131411,"Low","Low","Low","Critical","Low","High","High","High","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"924","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-52.125,53.125,"SSP5-8.5","SST",0.008488978,0,0.078237986,0.718201035,0.966495335,0.205094997,0.504152423,0.622917483,0.069483451,0.337220067,0.405471396,0.01319727,0.201232,0.34642397,0.574665059,0.314861517,0.206343046,0.193921577,0.303485037,0.37389344,"Low","Low","Low","Critical","Low","High","High","Moderate","Low","High","High","Low","Low","Moderate","Moderate","Moderate"
"925","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-55.625,52.875,"SSP5-8.5","SST",0.013923187,0,0.366018837,0.659651779,0.966495335,0.205094997,0.504152423,0.346171854,0.069483451,0.337220067,0.486064801,0.020619205,0.259898451,0.315761141,0.505478652,0.33073007,0.228346881,0.221103501,0.355463851,0.336714373,"Low","Low","Moderate","High","Low","High","High","High","Low","High","High","Low","Moderate","Moderate","Moderate","Moderate"
